model,accession,phage,metadata,host,taxonomic_level,host_reasoning,host_confidence,host_source,host_found,thermal_range,temperature,thermal_reasoning,thermal_confidence,thermal_found,paper_dir,host_paper_dir,duration,decision,nodes,timings,JSONDecodeError,thermal_source,inference_type,host_paper,thermal_paper
gemma4:e4b,YP_001210360,Acidianus bottle-shaped virus,"{""uid"": ""146411867"", ""accession"": ""YP_001210360"", ""title"": ""hypothetical protein ABV_gp56 [Acidianus bottle-shaped virus]"", ""organism"": ""Acidianus bottle-shaped virus"", ""taxonId"": 437444, ""sequence_length"": 133, ""create_date"": ""2007/05/11"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|146411867|ref|YP_001210360.1|"", ""host"": ""Acidianus convivator"", ""country"": ""Italy: Pozzuoli"", ""isolation_source"": ""hot acidic (93degC, pH1.5) spring""}",,,,,,False,thermophile,,"The isolation source is explicitly stated as 'hot acidic (93degC, pH1.5) spring'. The temperature 93degC indicates a thermophilic environment.",,True,TMP_results/accessions/YP_001210360/library/accession_lit,,2.02,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.02}",False,metadata,explicit,,
gemma4:e4b,YP_015542,Pyrobaculum spherical virus,"{""uid"": ""47131176"", ""accession"": ""YP_015542"", ""title"": ""hypothetical protein PyrSV_gp21 [Pyrobaculum spherical virus]"", ""organism"": ""Pyrobaculum spherical virus"", ""taxonId"": 270161, ""sequence_length"": 316, ""create_date"": ""2004/05/12"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|47131176|ref|YP_015542.1|"", ""host"": ""Thermoproteus tenax""}",,,,,,False,thermophile,,"The host organism listed in the metadata is 'Thermoproteus tenax'. The presence of 'Thermo' in the host name strongly implies a thermophilic nature, which is used to classify the thermal range.",,True,TMP_results/accessions/YP_015542/library/accession_lit,,2.4,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.4}",False,metadata,inferred,,
gemma4:e4b,YP_001468067,Thermus phage P74-26,"{""uid"": ""157265509"", ""accession"": ""YP_001468067"", ""title"": ""lectin-like sugar binding domain [Thermus phage P74-26]"", ""organism"": ""Thermus phage P74-26"", ""taxonId"": 2914007, ""sequence_length"": 227, ""create_date"": ""2007/09/14"", ""update_date"": ""2023/01/11"", ""dbsource"": ""refseq"", ""extra"": ""gi|157265509|ref|YP_001468067.1|"", ""host"": ""Thermus thermophilus""}",,,,,,False,thermophile,,"The title contains '[Thermus phage P74-26]' and the host is listed as 'Thermus thermophilus'. The genus 'Thermus' is associated with thermophilic organisms, suggesting the phage/host is thermophilic.",,True,TMP_results/accessions/YP_001468067/library/accession_lit,,2.5,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.5}",False,metadata,inferred,,
gemma4:e4b,YP_009509140,Thermoproteus tenax virus 1,"{""uid"": ""1464311425"", ""accession"": ""YP_009509140"", ""title"": ""hypothetical protein D1T48_gp24 [Thermoproteus tenax virus 1]"", ""organism"": ""Thermoproteus tenax virus 1"", ""taxonId"": 10479, ""sequence_length"": 232, ""create_date"": ""2018/08/24"", ""update_date"": ""2023/01/07"", ""dbsource"": ""refseq"", ""extra"": ""gi|1464311425|ref|YP_009509140.1|"", ""strain"": ""KRA1""}",,,,,,False,thermophile,,"The title contains the name 'Thermoproteus tenax virus 1', and 'Thermoproteus' suggests a thermophilic association. The presence of 'Thermoproteus' in the title is used to infer the thermal range.",,True,TMP_results/accessions/YP_009509140/library/accession_lit,,2.33,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.33}",False,metadata,inferred,,
gemma4:e4b,YP_009509134,Thermoproteus tenax virus 1,"{""uid"": ""1464311419"", ""accession"": ""YP_009509134"", ""title"": ""hypothetical protein D1T48_gp18 [Thermoproteus tenax virus 1]"", ""organism"": ""Thermoproteus tenax virus 1"", ""taxonId"": 10479, ""sequence_length"": 143, ""create_date"": ""2018/08/24"", ""update_date"": ""2023/01/07"", ""dbsource"": ""refseq"", ""extra"": ""gi|1464311419|ref|YP_009509134.1|"", ""strain"": ""KRA1""}",,,,,,False,thermophile,,"The title contains the name '[Thermoproteus tenax virus 1]', and 'Thermoproteus' suggests a thermophilic association. The presence of 'Thermoproteus' in the title is used to infer the thermal range.",,True,TMP_results/accessions/YP_009509134/library/accession_lit,,2.49,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.49}",False,metadata,inferred,,
gemma4:e4b,XJP07760,Pseudoalteromonas phage vB_Psp_PY6,"{""uid"": ""2843361417"", ""accession"": ""XJP07760"", ""title"": ""terminase large subunit [Pseudoalteromonas phage vB_Psp_PY6]"", ""organism"": ""Pseudoalteromonas phage vB_Psp_PY6"", ""taxonId"": 3374930, ""sequence_length"": 660, ""create_date"": ""2025/05/15"", ""update_date"": ""2025/05/15"", ""dbsource"": ""insd"", ""extra"": ""gi|2843361417|gb|XJP07760.1|"", ""host"": ""Pseudoalteromonas sp. YM19"", ""isolation_source"": ""seawater"", ""collection_date"": ""2023""}",Pseudoalteromonas sp. YM19,species,"The host is 'Pseudoalteromonas sp. YM19' and the isolation source is 'seawater'. Seawater environments are typically associated with mesophilic conditions, but no explicit temperature is given.",,metadata,True,mesophile,,forced,,True,TMP_results/accessions/XJP07760/library/accession_lit,TMP_results/accessions/XJP07760/library/host_lit,15.54,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature"", ""ClassifyThermalForced""]","{""ClassifyThermalMetadata"": 1.98, ""CreateAccessionLibrary"": 5.65, ""ClassifyThermalLiterature"": 0.02, ""ClassifyHostMetadata"": 2.3, ""ClassifyThermalForced"": 4.53}",False,metadata,forced,,
gemma4:e4b,WMT83805,Pseudoalteromonas phage proACA1-A,"{""uid"": ""2574021459"", ""accession"": ""WMT83805"", ""title"": ""integrase [Pseudoalteromonas phage proACA1-A]"", ""organism"": ""Pseudoalteromonas phage proACA1-A"", ""taxonId"": 3073886, ""sequence_length"": 357, ""create_date"": ""2023/09/11"", ""update_date"": ""2023/09/11"", ""dbsource"": ""insd"", ""extra"": ""gi|2574021459|gb|WMT83805.1|"", ""host"": ""Pseudoalteromonas elyakovii HL-AS1"", ""isolation_source"": ""arctic sediment"", ""lat_lon"": ""73.640000 N 166.510000 W""}",,,,,,False,psychrophile,,"The isolation source is 'arctic sediment', which strongly implies a cold environment, consistent with psychrophile conditions.",,True,TMP_results/accessions/WMT83805/library/accession_lit,,2.55,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.55}",False,metadata,inferred,,
gemma4:e4b,YP_009790355,Shewanella phage SppYZU05,"{""uid"": ""1842002771"", ""accession"": ""YP_009790355"", ""title"": ""tail fiber protein [Shewanella phage SppYZU05]"", ""organism"": ""Shewanella phage SppYZU05"", ""taxonId"": 1970795, ""sequence_length"": 746, ""create_date"": ""2020/05/15"", ""update_date"": ""2023/01/09"", ""dbsource"": ""refseq"", ""extra"": ""gi|1842002771|ref|YP_009790355.1|"", ""lab_host"": ""Shewanella putrefaciens"", ""isolation_source"": ""sewage""}",,,,,,False,mesophile,,"The isolation source is 'sewage'. Sewage environments are typically associated with mesophilic conditions, as no specific extreme temperature is mentioned.",,True,TMP_results/accessions/YP_009790355/library/accession_lit,,2.12,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.12}",False,metadata,inferred,,
gemma4:e4b,YP_006489335,Colwellia phage 9A,"{""uid"": ""392973378"", ""accession"": ""YP_006489335"", ""title"": ""hypothetical protein COPG_00149, partial [Colwellia phage 9A]"", ""organism"": ""Colwellia phage 9A"", ""taxonId"": 765765, ""sequence_length"": 99, ""create_date"": ""2012/06/27"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|392973378|gnl|REF_CAMERA-phage|COPG_00149T0|ref|YP_006489335.1|"", ""strain"": ""9A"", ""lab_host"": ""Colwellia psychrerythaea strain 34H"", ""collection_date"": ""10-Dec-2002""}",,,,,,False,psychrophile,,"The metadata lists the 'lab_host' as 'Colwellia psychrerythaea strain 34H'. The species name 'psychrerythaea' strongly implies adaptation to cold environments, classifying it as psychrophile.",,True,TMP_results/accessions/YP_006489335/library/accession_lit,,2.61,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.61}",False,metadata,inferred,,
gemma4:e4b,YP_009209738,Polaribacter phage P12002L,"{""uid"": ""971756086"", ""accession"": ""YP_009209738"", ""title"": ""hypothetical protein AVT43_gp78 [Polaribacter phage P12002L]"", ""organism"": ""Polaribacter phage P12002L"", ""taxonId"": 1647386, ""sequence_length"": 109, ""create_date"": ""2016/01/05"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|971756086|gnl|REF_P12002L|P12002L_0078|ref|YP_009209738.1|"", ""old_name"": ""Polaribacter bacteriophage P12002L"", ""country"": ""South Korea"", ""isolation_source"": ""seawater""}",,,,,,False,None,,"The paper mentions incubation temperatures for the host strain IMCC12002 and the plaque assays. Strain IMCC12002 was established from a colony grown on a plate after two weeks of incubation at 20 °C. The enrichment culture was further incubated at 20 °C for a week. Plaque assays were performed after incubation at 20 °C for a week. The top agar layer was poured onto bottom agar plates, and the plates were incubated at 20 °C for a week. These temperatures relate to the host/assay conditions, not the inherent thermal characteristic of the phage itself, and no explicit classification (psychrophile, mesophile, thermophile) is assigned to the phage based on these conditions.",,True,TMP_results/accessions/YP_009209738/library/accession_lit,,31.76,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature""]","{""ClassifyThermalMetadata"": 2.04, ""CreateAccessionLibrary"": 10.76, ""ClassifyThermalLiterature"": 18.96}",False,literature,none,,PMC4615864.1.txt
gemma4:e4b,WMT83702,Pseudoalteromonas phage ACA1,"{""uid"": ""2574021352"", ""accession"": ""WMT83702"", ""title"": ""integrase [Pseudoalteromonas phage ACA1]"", ""organism"": ""Pseudoalteromonas phage ACA1"", ""taxonId"": 3073884, ""sequence_length"": 357, ""create_date"": ""2023/09/11"", ""update_date"": ""2023/09/11"", ""dbsource"": ""insd"", ""extra"": ""gi|2574021352|gb|WMT83702.1|"", ""host"": ""Pseudoalteromonas elyakovii HL-AS1"", ""isolation_source"": ""arctic sediment"", ""lat_lon"": ""74.300000 N 167.650000 W""}",,,,,,False,psychrophile,,"The isolation source is 'arctic sediment', which strongly implies a cold environment, consistent with psychrophile conditions.",,True,TMP_results/accessions/WMT83702/library/accession_lit,,2.55,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.55}",False,metadata,inferred,,
gemma4:e4b,WMT83700,Pseudoalteromonas phage ACA1,"{""uid"": ""2574021350"", ""accession"": ""WMT83700"", ""title"": ""cell puncturing device [Pseudoalteromonas phage ACA1]"", ""organism"": ""Pseudoalteromonas phage ACA1"", ""taxonId"": 3073884, ""sequence_length"": 317, ""create_date"": ""2023/09/11"", ""update_date"": ""2023/09/11"", ""dbsource"": ""insd"", ""extra"": ""gi|2574021350|gb|WMT83700.1|"", ""host"": ""Pseudoalteromonas elyakovii HL-AS1"", ""isolation_source"": ""arctic sediment"", ""lat_lon"": ""74.300000 N 167.650000 W""}",,,,,,False,psychrophile,,"The isolation source is 'arctic sediment', which strongly implies a cold environment, consistent with psychrophile conditions.",,True,TMP_results/accessions/WMT83700/library/accession_lit,,2.1,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.1}",False,metadata,inferred,,
gemma4:e4b,YP_009790354,Shewanella phage SppYZU05,"{""uid"": ""1842002770"", ""accession"": ""YP_009790354"", ""title"": ""hypothetical protein HOR75_gp68 [Shewanella phage SppYZU05]"", ""organism"": ""Shewanella phage SppYZU05"", ""taxonId"": 1970795, ""sequence_length"": 134, ""create_date"": ""2020/05/15"", ""update_date"": ""2023/01/09"", ""dbsource"": ""refseq"", ""extra"": ""gi|1842002770|ref|YP_009790354.1|"", ""lab_host"": ""Shewanella putrefaciens"", ""isolation_source"": ""sewage""}",,,,,,False,mesophile,,"The isolation source is 'sewage'. Sewage environments are typically associated with mesophilic conditions, as no specific extreme temperature is mentioned.",,True,TMP_results/accessions/YP_009790354/library/accession_lit,,2.17,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.17}",False,metadata,inferred,,
gemma4:e4b,YP_009790351,Shewanella phage SppYZU05,"{""uid"": ""1842002767"", ""accession"": ""YP_009790351"", ""title"": ""endolysin [Shewanella phage SppYZU05]"", ""organism"": ""Shewanella phage SppYZU05"", ""taxonId"": 1970795, ""sequence_length"": 122, ""create_date"": ""2020/05/15"", ""update_date"": ""2023/01/09"", ""dbsource"": ""refseq"", ""extra"": ""gi|1842002767|ref|YP_009790351.1|"", ""lab_host"": ""Shewanella putrefaciens"", ""isolation_source"": ""sewage""}",,,,,,False,mesophile,,"The isolation source is 'sewage'. Sewage environments are typically associated with mesophilic conditions, as no specific extreme temperature is mentioned.",,True,TMP_results/accessions/YP_009790351/library/accession_lit,,2.13,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.13}",False,metadata,inferred,,
gemma4:e4b,YP_009790347,Shewanella phage SppYZU05,"{""uid"": ""1842002763"", ""accession"": ""YP_009790347"", ""title"": ""RNA polymerase [Shewanella phage SppYZU05]"", ""organism"": ""Shewanella phage SppYZU05"", ""taxonId"": 1970795, ""sequence_length"": 527, ""create_date"": ""2020/05/15"", ""update_date"": ""2023/01/09"", ""dbsource"": ""refseq"", ""extra"": ""gi|1842002763|ref|YP_009790347.1|"", ""lab_host"": ""Shewanella putrefaciens"", ""isolation_source"": ""sewage""}",,,,,,False,mesophile,,"The isolation source is 'sewage'. Sewage environments are typically associated with mesophilic conditions, as no specific extreme temperature is mentioned.",,True,TMP_results/accessions/YP_009790347/library/accession_lit,,2.15,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.15}",False,metadata,inferred,,
gemma4:e4b,YP_009790336,Shewanella phage SppYZU05,"{""uid"": ""1842002752"", ""accession"": ""YP_009790336"", ""title"": ""GTP binding protein [Shewanella phage SppYZU05]"", ""organism"": ""Shewanella phage SppYZU05"", ""taxonId"": 1970795, ""sequence_length"": 142, ""create_date"": ""2020/05/15"", ""update_date"": ""2023/01/09"", ""dbsource"": ""refseq"", ""extra"": ""gi|1842002752|ref|YP_009790336.1|"", ""lab_host"": ""Shewanella putrefaciens"", ""isolation_source"": ""sewage""}",,,,,,False,mesophile,,"The isolation source is 'sewage'. Sewage environments are typically associated with mesophilic conditions, as no specific extreme temperature is mentioned.",,True,TMP_results/accessions/YP_009790336/library/accession_lit,,2.11,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.11}",False,metadata,inferred,,
gemma4:e4b,YP_009008887,Shewanella phage Spp001,"{""uid"": ""589892517"", ""accession"": ""YP_009008887"", ""title"": ""tail fiber protein [Shewanella phage Spp001]"", ""organism"": ""Shewanella phage Spp001"", ""taxonId"": 1445859, ""sequence_length"": 1190, ""create_date"": ""2014/03/04"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|589892517|ref|YP_009008887.1|"", ""host"": ""Shewanella putrefaciens"", ""old_name"": ""Shewanella putrefaciens bacteriophage Spp001""}",,,,,,False,2010-2020,,"The provided list of scientific articles spans a period from 2010 to 2020. This range is suitable for a literature review, as it covers recent advancements in food science and microbiology, allowing for a review of contemporary research trends.",,True,TMP_results/accessions/YP_009008887/library/accession_lit,,100.91999999999999,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature""]","{""ClassifyThermalMetadata"": 2.19, ""CreateAccessionLibrary"": 37.9, ""ClassifyThermalLiterature"": 60.83}",False,literature,literature_review,,PMC11790869.1.txt
gemma4:e4b,YP_009008883,Shewanella phage Spp001,"{""uid"": ""589892513"", ""accession"": ""YP_009008883"", ""title"": ""endolysin [Shewanella phage Spp001]"", ""organism"": ""Shewanella phage Spp001"", ""taxonId"": 1445859, ""sequence_length"": 122, ""create_date"": ""2014/03/04"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|589892513|ref|YP_009008883.1|"", ""host"": ""Shewanella putrefaciens"", ""old_name"": ""Shewanella putrefaciens bacteriophage Spp001""}",,,,,,False,2010-2020,,"The provided list of scientific articles spans a period from 2010 to 2020. This range is suitable for a literature review, as it covers recent advancements in food science and microbiology, allowing for a review of contemporary research trends.",,True,TMP_results/accessions/YP_009008883/library/accession_lit,,96.2,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature""]","{""ClassifyThermalMetadata"": 2.72, ""CreateAccessionLibrary"": 32.6, ""ClassifyThermalLiterature"": 60.88}",False,literature,literature_review,,PMC11790869.1.txt
gemma4:e4b,YP_009008872,Shewanella phage Spp001,"{""uid"": ""589892503"", ""accession"": ""YP_009008872"", ""title"": ""GTP binding protein [Shewanella phage Spp001]"", ""organism"": ""Shewanella phage Spp001"", ""taxonId"": 1445859, ""sequence_length"": 142, ""create_date"": ""2014/03/04"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|589892503|ref|YP_009008872.1|"", ""host"": ""Shewanella putrefaciens"", ""old_name"": ""Shewanella putrefaciens bacteriophage Spp001""}",,,,,,False,2010-2020,,"The provided list of scientific articles spans a period from 2010 to 2020. This range is suitable for a literature review, as it covers recent advancements in food science and microbiology, allowing for a review of contemporary research trends.",,True,TMP_results/accessions/YP_009008872/library/accession_lit,,101.62,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature""]","{""ClassifyThermalMetadata"": 2.6, ""CreateAccessionLibrary"": 38.13, ""ClassifyThermalLiterature"": 60.89}",False,literature,literature_review,,PMC11790869.1.txt
gemma4:e4b,YP_006489330,Colwellia phage 9A,"{""uid"": ""392973373"", ""accession"": ""YP_006489330"", ""title"": ""hypothetical protein COPG_00144 [Colwellia phage 9A]"", ""organism"": ""Colwellia phage 9A"", ""taxonId"": 765765, ""sequence_length"": 81, ""create_date"": ""2012/06/27"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|392973373|gnl|REF_CAMERA-phage|COPG_00144T0|ref|YP_006489330.1|"", ""strain"": ""9A"", ""lab_host"": ""Colwellia psychrerythaea strain 34H"", ""collection_date"": ""10-Dec-2002""}",,,,,,False,psychrophile,,"The metadata lists the 'lab_host' as 'Colwellia psychrerythaea strain 34H'. The species name 'psychrerythaea' strongly implies adaptation to cold environments, classifying it as psychrophile.",,True,TMP_results/accessions/YP_006489330/library/accession_lit,,2.99,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.99}",False,metadata,inferred,,
gemma4:e4b,YP_006489329,Colwellia phage 9A,"{""uid"": ""392973372"", ""accession"": ""YP_006489329"", ""title"": ""hypothetical protein COPG_00143 [Colwellia phage 9A]"", ""organism"": ""Colwellia phage 9A"", ""taxonId"": 765765, ""sequence_length"": 49, ""create_date"": ""2012/06/27"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|392973372|gnl|REF_CAMERA-phage|COPG_00143T0|ref|YP_006489329.1|"", ""strain"": ""9A"", ""lab_host"": ""Colwellia psychrerythaea strain 34H"", ""collection_date"": ""10-Dec-2002""}",,,,,,False,psychrophile,,"The metadata lists the 'lab_host' as 'Colwellia psychrerythaea strain 34H'. The species name 'psychrerythaea' strongly implies adaptation to cold environments, classifying it as psychrophile.",,True,TMP_results/accessions/YP_006489329/library/accession_lit,,2.54,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.54}",False,metadata,inferred,,
gemma4:e4b,YP_006489332,Colwellia phage 9A,"{""uid"": ""392973375"", ""accession"": ""YP_006489332"", ""title"": ""hypothetical protein COPG_00146 [Colwellia phage 9A]"", ""organism"": ""Colwellia phage 9A"", ""taxonId"": 765765, ""sequence_length"": 170, ""create_date"": ""2012/06/27"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|392973375|gnl|REF_CAMERA-phage|COPG_00146T0|ref|YP_006489332.1|"", ""strain"": ""9A"", ""lab_host"": ""Colwellia psychrerythaea strain 34H"", ""collection_date"": ""10-Dec-2002""}",,,,,,False,psychrophile,,"The metadata lists the 'lab_host' as 'Colwellia psychrerythaea strain 34H'. The species name 'psychrerythaea' strongly implies adaptation to cold environments, classifying it as psychrophile.",,True,TMP_results/accessions/YP_006489332/library/accession_lit,,2.52,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.52}",False,metadata,inferred,,
gemma4:e4b,YP_112541,Flavobacterium phage 11b,"{""uid"": ""53793641"", ""accession"": ""YP_112541"", ""title"": ""methyltransferase [Flavobacterium phage 11b]"", ""organism"": ""Flavobacterium phage 11b"", ""taxonId"": 294631, ""sequence_length"": 216, ""create_date"": ""2004/10/05"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|53793641|ref|YP_112541.1|"", ""host"": ""Flavobacterium sp."", ""isolation_source"": ""Arctic Flavobacterium""}",,,,,,False,psychrophile,,"The isolation source is listed as 'Arctic Flavobacterium'. Arctic environments are associated with cold temperatures, suggesting a psychrophilic nature.",,True,TMP_results/accessions/YP_112541/library/accession_lit,,1.98,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 1.98}",False,metadata,inferred,,
gemma4:e4b,YP_010108907,Flavobacterium phage vB_FspP_elemoA_7-9A,"{""uid"": ""2047454209"", ""accession"": ""YP_010108907"", ""title"": ""structural protein [Flavobacterium phage vB_FspP_elemoA_7-9A]"", ""organism"": ""Flavobacterium phage vB_FspP_elemoA_7-9A"", ""taxonId"": 2743781, ""sequence_length"": 3694, ""create_date"": ""2021/06/02"", ""update_date"": ""2023/01/11"", ""dbsource"": ""refseq"", ""extra"": ""gi|2047454209|ref|YP_010108907.1|"", ""host"": ""Flavobacterium sp. BAL314"", ""old_name"": ""Flavobacterium phage vB_Fsp_elemo7-9A"", ""country"": ""Sweden"", ""isolation_source"": ""Baltic Sea mesocosm"", ""collection_date"": ""07-Jun-2016""}",,,,,,False,mesophile,,"The isolation source is listed as 'Baltic Sea mesocosm'. The term 'mesocosm' suggests an environment mimicking moderate conditions, and 'Baltic Sea' is generally associated with moderate, non-extreme temperatures, leading to the inference of a mesophilic range.",,True,TMP_results/accessions/YP_010108907/library/accession_lit,,2.4,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.4}",False,metadata,inferred,,
gemma4:e4b,YP_010108902,Flavobacterium phage vB_FspP_elemoA_7-9A,"{""uid"": ""2047454204"", ""accession"": ""YP_010108902"", ""title"": ""virion structural protein [Flavobacterium phage vB_FspP_elemoA_7-9A]"", ""organism"": ""Flavobacterium phage vB_FspP_elemoA_7-9A"", ""taxonId"": 2743781, ""sequence_length"": 286, ""create_date"": ""2021/06/02"", ""update_date"": ""2023/01/11"", ""dbsource"": ""refseq"", ""extra"": ""gi|2047454204|ref|YP_010108902.1|"", ""host"": ""Flavobacterium sp. BAL314"", ""old_name"": ""Flavobacterium phage vB_Fsp_elemo7-9A"", ""country"": ""Sweden"", ""isolation_source"": ""Baltic Sea mesocosm"", ""collection_date"": ""07-Jun-2016""}",,,,,,False,mesophile,,"The isolation source is listed as 'Baltic Sea mesocosm'. The term 'mesocosm' suggests an environment mimicking moderate conditions, and 'Baltic Sea' is generally associated with moderate, non-extreme temperatures, leading to the inference of a mesophilic range.",,True,TMP_results/accessions/YP_010108902/library/accession_lit,,2.33,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 2.33}",False,metadata,inferred,,
